sl_no,g_symbol,g_id,g_st,g_ed,strand,trans_id,exon_no,exon_st,exon_ed,exon_sz
2163,BRCA1,672,43170327,43044295,minus,NM_001408420.1,19,43051117,43051063,55
2164,BRCA1,672,43170327,43044295,minus,NM_001408420.1,20,43049194,43049121,74
2165,BRCA1,672,43170327,43044295,minus,NM_001408420.1,21,43047703,43047643,61
2166,BRCA1,672,43170327,43044295,minus,NM_001408420.1,22,43045802,43044295,1508
2167,BRCA1,672,43170327,43044295,minus,NM_001408404.1,1,43125364,43125277,88
2168,BRCA1,672,43170327,43044295,minus,NM_001408404.1,2,43124115,43124017,99
2169,BRCA1,672,43170327,43044295,minus,NM_001408404.1,3,43115779,43115726,54
2170,BRCA1,672,43170327,43044295,minus,NM_001408404.1,4,43106533,43106456,78
2171,BRCA1,672,43170327,43044295,minus,NM_001408404.1,5,43104956,43104868,89
2172,BRCA1,672,43170327,43044295,minus,NM_001408404.1,6,43104261,43104122,140
2173,BRCA1,672,43170327,43044295,minus,NM_001408404.1,7,43099880,43099775,106
2174,BRCA1,672,43170327,43044295,minus,NM_001408404.1,8,43097289,43097244,46
2175,BRCA1,672,43170327,43044295,minus,NM_001408404.1,9,43095922,43095846,77
2176,BRCA1,672,43170327,43044295,minus,NM_001408404.1,10,43094860,43094744,117
2177,BRCA1,672,43170327,43044295,minus,NM_001408404.1,11,43091032,43090944,89
2178,BRCA1,672,43170327,43044295,minus,NM_001408404.1,12,43082572,43082404,169
2179,BRCA1,672,43170327,43044295,minus,NM_001408404.1,13,43076611,43076488,124
2180,BRCA1,672,43170327,43044295,minus,NM_001408404.1,14,43074521,43074331,191
2181,BRCA1,672,43170327,43044295,minus,NM_001408404.1,15,43071238,43070928,311
2182,BRCA1,672,43170327,43044295,minus,NM_001408404.1,16,43067695,43067608,88
2183,BRCA1,672,43170327,43044295,minus,NM_001408404.1,17,43063951,43063874,78
2184,BRCA1,672,43170327,43044295,minus,NM_001408404.1,18,43063373,43063333,41
2185,BRCA1,672,43170327,43044295,minus,NM_001408404.1,19,43057135,43057052,84
2186,BRCA1,672,43170327,43044295,minus,NM_001408404.1,20,43051117,43051063,55
2187,BRCA1,672,43170327,43044295,minus,NM_001408404.1,21,43049194,43049121,74
2188,BRCA1,672,43170327,43044295,minus,NM_001408404.1,22,43047703,43047643,61
2189,BRCA1,672,43170327,43044295,minus,NM_001408404.1,23,43045802,43044295,1508
2190,BRCA1,672,43170327,43044295,minus,NM_001408472.1,1,43125364,43125277,88
2191,BRCA1,672,43170327,43044295,minus,NM_001408472.1,2,43124115,43124017,99
2192,BRCA1,672,43170327,43044295,minus,NM_001408472.1,3,43115779,43115726,54
2193,BRCA1,672,43170327,43044295,minus,NM_001408472.1,4,43106533,43106456,78
2194,BRCA1,672,43170327,43044295,minus,NM_001408472.1,5,43104956,43104868,89
2195,BRCA1,672,43170327,43044295,minus,NM_001408472.1,6,43104261,43104122,140
2196,BRCA1,672,43170327,43044295,minus,NM_001408472.1,7,43099880,43099775,106
2197,BRCA1,672,43170327,43044295,minus,NM_001408472.1,8,43097289,43097244,46
2198,BRCA1,672,43170327,43044295,minus,NM_001408472.1,9,43095922,43095846,77
2199,BRCA1,672,43170327,43044295,minus,NM_001408472.1,10,43094860,43094744,117
2200,BRCA1,672,43170327,43044295,minus,NM_001408472.1,11,43091032,43090944,89
2201,BRCA1,672,43170327,43044295,minus,NM_001408472.1,12,43082572,43082404,169
2202,BRCA1,672,43170327,43044295,minus,NM_001408472.1,13,43076614,43076488,127
2203,BRCA1,672,43170327,43044295,minus,NM_001408472.1,14,43074521,43074331,191
2204,BRCA1,672,43170327,43044295,minus,NM_001408472.1,15,43071238,43070928,311
2205,BRCA1,672,43170327,43044295,minus,NM_001408472.1,16,43067695,43067608,88
2206,BRCA1,672,43170327,43044295,minus,NM_001408472.1,17,43063951,43063874,78
2207,BRCA1,672,43170327,43044295,minus,NM_001408472.1,18,43063373,43063333,41
2208,BRCA1,672,43170327,43044295,minus,NM_001408472.1,19,43057135,43057052,84
2209,BRCA1,672,43170327,43044295,minus,NM_001408472.1,20,43051117,43051063,55
2210,BRCA1,672,43170327,43044295,minus,NM_001408472.1,21,43047703,43047643,61
2211,BRCA1,672,43170327,43044295,minus,NM_001408472.1,22,43045802,43044295,1508
2212,BRCA1,672,43170327,43044295,minus,NM_001407990.1,1,43125364,43125277,88
2213,BRCA1,672,43170327,43044295,minus,NM_001407990.1,2,43124115,43124017,99
2214,BRCA1,672,43170327,43044295,minus,NM_001407990.1,3,43115779,43115726,54
2215,BRCA1,672,43170327,43044295,minus,NM_001407990.1,4,43106533,43106456,78
2216,BRCA1,672,43170327,43044295,minus,NM_001407990.1,5,43104956,43104868,89
2217,BRCA1,672,43170327,43044295,minus,NM_001407990.1,6,43104261,43104122,140
2218,BRCA1,672,43170327,43044295,minus,NM_001407990.1,7,43099880,43099775,106
2219,BRCA1,672,43170327,43044295,minus,NM_001407990.1,8,43097289,43097244,46
2220,BRCA1,672,43170327,43044295,minus,NM_001407990.1,9,43095922,43095846,77
2221,BRCA1,672,43170327,43044295,minus,NM_001407990.1,10,43094860,43094744,117
2222,BRCA1,672,43170327,43044295,minus,NM_001407990.1,11,43091032,43090944,89
2223,BRCA1,672,43170327,43044295,minus,NM_001407990.1,12,43082572,43082404,169
2224,BRCA1,672,43170327,43044295,minus,NM_001407990.1,13,43076614,43076488,127
2225,BRCA1,672,43170327,43044295,minus,NM_001407990.1,14,43074521,43074331,191
2226,BRCA1,672,43170327,43044295,minus,NM_001407990.1,15,43071238,43070928,311
2227,BRCA1,672,43170327,43044295,minus,NM_001407990.1,16,43067695,43067608,88
2228,BRCA1,672,43170327,43044295,minus,NM_001407990.1,17,43063951,43063874,78
2229,BRCA1,672,43170327,43044295,minus,NM_001407990.1,18,43063373,43063333,41
2230,BRCA1,672,43170327,43044295,minus,NM_001407990.1,19,43057135,43057052,84
2231,BRCA1,672,43170327,43044295,minus,NM_001407990.1,20,43051117,43051063,55
2232,BRCA1,672,43170327,43044295,minus,NM_001407990.1,21,43049194,43049121,74
2233,BRCA1,672,43170327,43044295,minus,NM_001407990.1,22,43047703,43047643,61
2234,BRCA1,672,43170327,43044295,minus,NM_001407990.1,23,43045802,43044295,1508
2235,BRCA1,672,43170327,43044295,minus,NM_007299.4,1,43125364,43125277,88
2236,BRCA1,672,43170327,43044295,minus,NM_007299.4,2,43124115,43124017,99
2237,BRCA1,672,43170327,43044295,minus,NM_007299.4,3,43115779,43115726,54
2238,BRCA1,672,43170327,43044295,minus,NM_007299.4,4,43106533,43106456,78
2239,BRCA1,672,43170327,43044295,minus,NM_007299.4,5,43104956,43104868,89
2240,BRCA1,672,43170327,43044295,minus,NM_007299.4,6,43104261,43104122,140
2241,BRCA1,672,43170327,43044295,minus,NM_007299.4,7,43099880,43099775,106
2242,BRCA1,672,43170327,43044295,minus,NM_007299.4,8,43097289,43097244,46
2243,BRCA1,672,43170327,43044295,minus,NM_007299.4,9,43095922,43095846,77
2244,BRCA1,672,43170327,43044295,minus,NM_007299.4,10,43094860,43094744,117
2245,BRCA1,672,43170327,43044295,minus,NM_007299.4,11,43091032,43090944,89
2246,BRCA1,672,43170327,43044295,minus,NM_007299.4,12,43082575,43082404,172
2247,BRCA1,672,43170327,43044295,minus,NM_007299.4,13,43076611,43076488,124
2248,BRCA1,672,43170327,43044295,minus,NM_007299.4,14,43074521,43074331,191
2249,BRCA1,672,43170327,43044295,minus,NM_007299.4,15,43071238,43070928,311
2250,BRCA1,672,43170327,43044295,minus,NM_007299.4,16,43067695,43067608,88
2251,BRCA1,672,43170327,43044295,minus,NM_007299.4,17,43063951,43063874,78
2252,BRCA1,672,43170327,43044295,minus,NM_007299.4,18,43063373,43063333,41
2253,BRCA1,672,43170327,43044295,minus,NM_007299.4,19,43057135,43057052,84
2254,BRCA1,672,43170327,43044295,minus,NM_007299.4,20,43051117,43051063,55
2255,BRCA1,672,43170327,43044295,minus,NM_007299.4,21,43047703,43047643,61
2256,BRCA1,672,43170327,43044295,minus,NM_007299.4,22,43045802,43044295,1508
2257,BRCA1,672,43170327,43044295,minus,NM_001407974.1,1,43125364,43125277,88
2258,BRCA1,672,43170327,43044295,minus,NM_001407974.1,2,43124115,43124017,99
2259,BRCA1,672,43170327,43044295,minus,NM_001407974.1,3,43115779,43115726,54
2260,BRCA1,672,43170327,43044295,minus,NM_001407974.1,4,43106533,43106456,78
2261,BRCA1,672,43170327,43044295,minus,NM_001407974.1,5,43104956,43104868,89
2262,BRCA1,672,43170327,43044295,minus,NM_001407974.1,6,43104261,43104122,140
2263,BRCA1,672,43170327,43044295,minus,NM_001407974.1,7,43099880,43099775,106
2264,BRCA1,672,43170327,43044295,minus,NM_001407974.1,8,43097289,43097244,46
2265,BRCA1,672,43170327,43044295,minus,NM_001407974.1,9,43095922,43095846,77
2266,BRCA1,672,43170327,43044295,minus,NM_001407974.1,10,43094860,43094744,117
2267,BRCA1,672,43170327,43044295,minus,NM_001407974.1,11,43091032,43090944,89
2268,BRCA1,672,43170327,43044295,minus,NM_001407974.1,12,43082575,43082404,172
2269,BRCA1,672,43170327,43044295,minus,NM_001407974.1,13,43076614,43076488,127
2270,BRCA1,672,43170327,43044295,minus,NM_001407974.1,14,43074521,43074331,191
2271,BRCA1,672,43170327,43044295,minus,NM_001407974.1,15,43071238,43070928,311
2272,BRCA1,672,43170327,43044295,minus,NM_001407974.1,16,43067695,43067608,88
2273,BRCA1,672,43170327,43044295,minus,NM_001407974.1,17,43063951,43063874,78
2274,BRCA1,672,43170327,43044295,minus,NM_001407974.1,18,43063373,43063333,41
2275,BRCA1,672,43170327,43044295,minus,NM_001407974.1,19,43057135,43057052,84
2276,BRCA1,672,43170327,43044295,minus,NM_001407974.1,20,43051117,43051063,55
2277,BRCA1,672,43170327,43044295,minus,NM_001407974.1,21,43049194,43049121,74
2278,BRCA1,672,43170327,43044295,minus,NM_001407974.1,22,43047703,43047643,61
2279,BRCA1,672,43170327,43044295,minus,NM_001407974.1,23,43045802,43044295,1508
2280,BRCA1,672,43170327,43044295,minus,NM_001407969.1,1,43125364,43125277,88
2281,BRCA1,672,43170327,43044295,minus,NM_001407969.1,2,43124115,43124017,99
2282,BRCA1,672,43170327,43044295,minus,NM_001407969.1,3,43115779,43115726,54
2283,BRCA1,672,43170327,43044295,minus,NM_001407969.1,4,43106533,43106456,78
2284,BRCA1,672,43170327,43044295,minus,NM_001407969.1,5,43104956,43104868,89
2285,BRCA1,672,43170327,43044295,minus,NM_001407969.1,6,43104261,43104122,140
2286,BRCA1,672,43170327,43044295,minus,NM_001407969.1,7,43099880,43099775,106
2287,BRCA1,672,43170327,43044295,minus,NM_001407969.1,8,43097289,43097244,46
2288,BRCA1,672,43170327,43044295,minus,NM_001407969.1,9,43095922,43095846,77
2289,BRCA1,672,43170327,43044295,minus,NM_001407969.1,10,43094860,43094744,117
2290,BRCA1,672,43170327,43044295,minus,NM_001407969.1,11,43092139,43091435,705
2291,BRCA1,672,43170327,43044295,minus,NM_001407969.1,12,43091032,43090944,89
2292,BRCA1,672,43170327,43044295,minus,NM_001407969.1,13,43082572,43082404,169
2293,BRCA1,672,43170327,43044295,minus,NM_001407969.1,14,43076614,43076488,127
2294,BRCA1,672,43170327,43044295,minus,NM_001407969.1,15,43074521,43074331,191
2295,BRCA1,672,43170327,43044295,minus,NM_001407969.1,16,43071238,43070928,311
2296,BRCA1,672,43170327,43044295,minus,NM_001407969.1,17,43067695,43067608,88
2297,BRCA1,672,43170327,43044295,minus,NM_001407969.1,18,43063951,43063874,78
2298,BRCA1,672,43170327,43044295,minus,NM_001407969.1,19,43063373,43063333,41
2299,BRCA1,672,43170327,43044295,minus,NM_001407969.1,20,43057135,43057052,84
2300,BRCA1,672,43170327,43044295,minus,NM_001407969.1,21,43051117,43051063,55
2301,BRCA1,672,43170327,43044295,minus,NM_001407969.1,22,43049194,43049121,74
2302,BRCA1,672,43170327,43044295,minus,NM_001407969.1,23,43047703,43047643,61
2303,BRCA1,672,43170327,43044295,minus,NM_001407969.1,24,43045802,43044295,1508
2304,BRCA1,672,43170327,43044295,minus,NM_001407968.1,1,43125364,43125277,88
2305,BRCA1,672,43170327,43044295,minus,NM_001407968.1,2,43124115,43124017,99
2306,BRCA1,672,43170327,43044295,minus,NM_001407968.1,3,43115779,43115726,54
2307,BRCA1,672,43170327,43044295,minus,NM_001407968.1,4,43106533,43106456,78
2308,BRCA1,672,43170327,43044295,minus,NM_001407968.1,5,43104956,43104868,89
2309,BRCA1,672,43170327,43044295,minus,NM_001407968.1,6,43104261,43104122,140
2310,BRCA1,672,43170327,43044295,minus,NM_001407968.1,7,43099880,43099775,106
2311,BRCA1,672,43170327,43044295,minus,NM_001407968.1,8,43097289,43097244,46
2312,BRCA1,672,43170327,43044295,minus,NM_001407968.1,9,43095922,43095846,77
2313,BRCA1,672,43170327,43044295,minus,NM_001407968.1,10,43094860,43094744,117
2314,BRCA1,672,43170327,43044295,minus,NM_001407968.1,11,43092139,43091435,705
2315,BRCA1,672,43170327,43044295,minus,NM_001407968.1,12,43091032,43090944,89
2316,BRCA1,672,43170327,43044295,minus,NM_001407968.1,13,43082575,43082404,172
2317,BRCA1,672,43170327,43044295,minus,NM_001407968.1,14,43076614,43076488,127
2318,BRCA1,672,43170327,43044295,minus,NM_001407968.1,15,43074521,43074331,191
2319,BRCA1,672,43170327,43044295,minus,NM_001407968.1,16,43071238,43070928,311
2320,BRCA1,672,43170327,43044295,minus,NM_001407968.1,17,43067695,43067608,88
2321,BRCA1,672,43170327,43044295,minus,NM_001407968.1,18,43063951,43063874,78
2322,BRCA1,672,43170327,43044295,minus,NM_001407968.1,19,43063373,43063333,41
2323,BRCA1,672,43170327,43044295,minus,NM_001407968.1,20,43057135,43057052,84
2324,BRCA1,672,43170327,43044295,minus,NM_001407968.1,21,43051117,43051063,55
2325,BRCA1,672,43170327,43044295,minus,NM_001407968.1,22,43049194,43049121,74
2326,BRCA1,672,43170327,43044295,minus,NM_001407968.1,23,43047703,43047643,61
2327,BRCA1,672,43170327,43044295,minus,NM_001407968.1,24,43045802,43044295,1508
2328,BRCA1,672,43170327,43044295,minus,NM_001407640.1,1,43125364,43125277,88
2329,BRCA1,672,43170327,43044295,minus,NM_001407640.1,2,43124115,43124017,99
2330,BRCA1,672,43170327,43044295,minus,NM_001407640.1,3,43115779,43115726,54
2331,BRCA1,672,43170327,43044295,minus,NM_001407640.1,4,43106533,43106456,78
2332,BRCA1,672,43170327,43044295,minus,NM_001407640.1,5,43104956,43104868,89
2333,BRCA1,672,43170327,43044295,minus,NM_001407640.1,6,43104261,43104122,140
2334,BRCA1,672,43170327,43044295,minus,NM_001407640.1,7,43099880,43099775,106
2335,BRCA1,672,43170327,43044295,minus,NM_001407640.1,8,43097289,43097244,46
2336,BRCA1,672,43170327,43044295,minus,NM_001407640.1,9,43095922,43095846,77
2337,BRCA1,672,43170327,43044295,minus,NM_001407640.1,10,43094860,43091435,3426
2338,BRCA1,672,43170327,43044295,minus,NM_001407640.1,11,43091032,43090944,89
2339,BRCA1,672,43170327,43044295,minus,NM_001407640.1,12,43082572,43082404,169
2340,BRCA1,672,43170327,43044295,minus,NM_001407640.1,13,43076611,43076488,124
2341,BRCA1,672,43170327,43044295,minus,NM_001407640.1,14,43074521,43074331,191
2342,BRCA1,672,43170327,43044295,minus,NM_001407640.1,15,43071238,43070928,311
2343,BRCA1,672,43170327,43044295,minus,NM_001407640.1,16,43067695,43067608,88
2344,BRCA1,672,43170327,43044295,minus,NM_001407640.1,17,43063951,43063874,78
2345,BRCA1,672,43170327,43044295,minus,NM_001407640.1,18,43063373,43063333,41
2346,BRCA1,672,43170327,43044295,minus,NM_001407640.1,19,43057135,43057052,84
2347,BRCA1,672,43170327,43044295,minus,NM_001407640.1,20,43051117,43051063,55
2348,BRCA1,672,43170327,43044295,minus,NM_001407640.1,21,43049194,43049121,74
2349,BRCA1,672,43170327,43044295,minus,NM_001407640.1,22,43047703,43047643,61
2350,BRCA1,672,43170327,43044295,minus,NM_001407640.1,23,43045802,43044295,1508
2351,BRCA1,672,43170327,43044295,minus,NM_001407626.1,1,43125364,43125277,88
2352,BRCA1,672,43170327,43044295,minus,NM_001407626.1,2,43124115,43124017,99
2353,BRCA1,672,43170327,43044295,minus,NM_001407626.1,3,43115779,43115726,54
2354,BRCA1,672,43170327,43044295,minus,NM_001407626.1,4,43106533,43106456,78
2355,BRCA1,672,43170327,43044295,minus,NM_001407626.1,5,43104956,43104868,89
2356,BRCA1,672,43170327,43044295,minus,NM_001407626.1,6,43104261,43104122,140
2357,BRCA1,672,43170327,43044295,minus,NM_001407626.1,7,43099880,43099775,106
2358,BRCA1,672,43170327,43044295,minus,NM_001407626.1,8,43097289,43097244,46
2359,BRCA1,672,43170327,43044295,minus,NM_001407626.1,9,43095922,43095846,77
2360,BRCA1,672,43170327,43044295,minus,NM_001407626.1,10,43094860,43091435,3426
2361,BRCA1,672,43170327,43044295,minus,NM_001407626.1,11,43091032,43090944,89
2362,BRCA1,672,43170327,43044295,minus,NM_001407626.1,12,43082572,43082404,169
2363,BRCA1,672,43170327,43044295,minus,NM_001407626.1,13,43076614,43076488,127
2364,BRCA1,672,43170327,43044295,minus,NM_001407626.1,14,43074521,43074331,191
2365,BRCA1,672,43170327,43044295,minus,NM_001407626.1,15,43071238,43070928,311
2366,BRCA1,672,43170327,43044295,minus,NM_001407626.1,16,43067695,43067608,88
2367,BRCA1,672,43170327,43044295,minus,NM_001407626.1,17,43063951,43063874,78
2368,BRCA1,672,43170327,43044295,minus,NM_001407626.1,18,43063373,43063333,41
2369,BRCA1,672,43170327,43044295,minus,NM_001407626.1,19,43057135,43057052,84
2370,BRCA1,672,43170327,43044295,minus,NM_001407626.1,20,43051117,43051063,55
2371,BRCA1,672,43170327,43044295,minus,NM_001407626.1,21,43049194,43049121,74
2372,BRCA1,672,43170327,43044295,minus,NM_001407626.1,22,43047703,43047643,61
2373,BRCA1,672,43170327,43044295,minus,NM_001407626.1,23,43045802,43044295,1508
2374,BRCA1,672,43170327,43044295,minus,NM_001407617.1,1,43125364,43125277,88
2375,BRCA1,672,43170327,43044295,minus,NM_001407617.1,2,43124115,43124017,99
2376,BRCA1,672,43170327,43044295,minus,NM_001407617.1,3,43115779,43115726,54
2377,BRCA1,672,43170327,43044295,minus,NM_001407617.1,4,43106533,43106456,78
2378,BRCA1,672,43170327,43044295,minus,NM_001407617.1,5,43104956,43104868,89
2379,BRCA1,672,43170327,43044295,minus,NM_001407617.1,6,43104261,43104122,140
2380,BRCA1,672,43170327,43044295,minus,NM_001407617.1,7,43099880,43099775,106
2381,BRCA1,672,43170327,43044295,minus,NM_001407617.1,8,43097289,43097244,46
2382,BRCA1,672,43170327,43044295,minus,NM_001407617.1,9,43095922,43095846,77
2383,BRCA1,672,43170327,43044295,minus,NM_001407617.1,10,43094860,43091435,3426
2384,BRCA1,672,43170327,43044295,minus,NM_001407617.1,11,43091032,43090944,89
2385,BRCA1,672,43170327,43044295,minus,NM_001407617.1,12,43082575,43082404,172
2386,BRCA1,672,43170327,43044295,minus,NM_001407617.1,13,43076611,43076488,124
2387,BRCA1,672,43170327,43044295,minus,NM_001407617.1,14,43074521,43074331,191
2388,BRCA1,672,43170327,43044295,minus,NM_001407617.1,15,43071238,43070928,311
2389,BRCA1,672,43170327,43044295,minus,NM_001407617.1,16,43067695,43067608,88
2390,BRCA1,672,43170327,43044295,minus,NM_001407617.1,17,43063951,43063874,78
2391,BRCA1,672,43170327,43044295,minus,NM_001407617.1,18,43063373,43063333,41
2392,BRCA1,672,43170327,43044295,minus,NM_001407617.1,19,43057135,43057052,84
2393,BRCA1,672,43170327,43044295,minus,NM_001407617.1,20,43051117,43051063,55
2394,BRCA1,672,43170327,43044295,minus,NM_001407617.1,21,43049194,43049121,74
2395,BRCA1,672,43170327,43044295,minus,NM_001407617.1,22,43047703,43047643,61
2396,BRCA1,672,43170327,43044295,minus,NM_001407617.1,23,43045802,43044295,1508
2397,BRCA1,672,43170327,43044295,minus,NM_001407652.1,1,43125364,43125277,88
2398,BRCA1,672,43170327,43044295,minus,NM_001407652.1,2,43124115,43124017,99
2399,BRCA1,672,43170327,43044295,minus,NM_001407652.1,3,43115779,43115726,54
2400,BRCA1,672,43170327,43044295,minus,NM_001407652.1,4,43106533,43106456,78
2401,BRCA1,672,43170327,43044295,minus,NM_001407652.1,5,43104956,43104868,89
2402,BRCA1,672,43170327,43044295,minus,NM_001407652.1,6,43104261,43104122,140
2403,BRCA1,672,43170327,43044295,minus,NM_001407652.1,7,43099880,43099775,106
2404,BRCA1,672,43170327,43044295,minus,NM_001407652.1,8,43097289,43097244,46
2405,BRCA1,672,43170327,43044295,minus,NM_001407652.1,9,43095922,43095846,77
2406,BRCA1,672,43170327,43044295,minus,NM_001407652.1,10,43094860,43091435,3426
2407,BRCA1,672,43170327,43044295,minus,NM_001407652.1,11,43091032,43090944,89
2408,BRCA1,672,43170327,43044295,minus,NM_001407652.1,12,43082575,43082404,172
2409,BRCA1,672,43170327,43044295,minus,NM_001407652.1,13,43076614,43076488,127
2410,BRCA1,672,43170327,43044295,minus,NM_001407652.1,14,43074521,43074331,191
2411,BRCA1,672,43170327,43044295,minus,NM_001407652.1,15,43071238,43070928,311
2412,BRCA1,672,43170327,43044295,minus,NM_001407652.1,16,43067695,43067608,88
2413,BRCA1,672,43170327,43044295,minus,NM_001407652.1,17,43063373,43063333,41
2414,BRCA1,672,43170327,43044295,minus,NM_001407652.1,18,43057135,43057052,84
2415,BRCA1,672,43170327,43044295,minus,NM_001407652.1,19,43051117,43051063,55
2416,BRCA1,672,43170327,43044295,minus,NM_001407652.1,20,43049194,43049121,74
2417,BRCA1,672,43170327,43044295,minus,NM_001407652.1,21,43047703,43047643,61
2418,BRCA1,672,43170327,43044295,minus,NM_001407652.1,22,43045802,43044295,1508
2419,BRCA1,672,43170327,43044295,minus,NM_001407854.1,1,43125364,43125277,88
2420,BRCA1,672,43170327,43044295,minus,NM_001407854.1,2,43124115,43124017,99
2421,BRCA1,672,43170327,43044295,minus,NM_001407854.1,3,43115779,43115726,54
2422,BRCA1,672,43170327,43044295,minus,NM_001407854.1,4,43106533,43106456,78
2423,BRCA1,672,43170327,43044295,minus,NM_001407854.1,5,43104956,43104868,89
2424,BRCA1,672,43170327,43044295,minus,NM_001407854.1,6,43104261,43104122,140
2425,BRCA1,672,43170327,43044295,minus,NM_001407854.1,7,43099880,43099775,106
2426,BRCA1,672,43170327,43044295,minus,NM_001407854.1,8,43097289,43097244,46
2427,BRCA1,672,43170327,43044295,minus,NM_001407854.1,9,43095922,43095846,77
2428,BRCA1,672,43170327,43044295,minus,NM_001407854.1,10,43094860,43091435,3426
2429,BRCA1,672,43170327,43044295,minus,NM_001407854.1,11,43091032,43090944,89
2430,BRCA1,672,43170327,43044295,minus,NM_001407854.1,12,43082575,43082404,172
2431,BRCA1,672,43170327,43044295,minus,NM_001407854.1,13,43076614,43076488,127
2432,BRCA1,672,43170327,43044295,minus,NM_001407854.1,14,43074521,43074331,191
2433,BRCA1,672,43170327,43044295,minus,NM_001407854.1,15,43071238,43070928,311
2434,BRCA1,672,43170327,43044295,minus,NM_001407854.1,16,43067695,43067608,88
2435,BRCA1,672,43170327,43044295,minus,NM_001407854.1,17,43063951,43063874,78
2436,BRCA1,672,43170327,43044295,minus,NM_001407854.1,18,43063373,43063333,41
2437,BRCA1,672,43170327,43044295,minus,NM_001407854.1,19,43057135,43057052,84
2438,BRCA1,672,43170327,43044295,minus,NM_001407854.1,20,43051117,43051063,55
2439,BRCA1,672,43170327,43044295,minus,NM_001407854.1,21,43047703,43047643,61
2440,BRCA1,672,43170327,43044295,minus,NM_001407854.1,22,43045802,43044295,1508
2441,BRCA1,672,43170327,43044295,minus,NM_001407598.1,1,43125364,43125277,88
2442,BRCA1,672,43170327,43044295,minus,NM_001407598.1,2,43124115,43124017,99
2443,BRCA1,672,43170327,43044295,minus,NM_001407598.1,3,43115779,43115726,54
2444,BRCA1,672,43170327,43044295,minus,NM_001407598.1,4,43106533,43106456,78
2445,BRCA1,672,43170327,43044295,minus,NM_001407598.1,5,43104956,43104868,89
2446,BRCA1,672,43170327,43044295,minus,NM_001407598.1,6,43104261,43104122,140
2447,BRCA1,672,43170327,43044295,minus,NM_001407598.1,7,43099880,43099775,106
2448,BRCA1,672,43170327,43044295,minus,NM_001407598.1,8,43097289,43097244,46
2449,BRCA1,672,43170327,43044295,minus,NM_001407598.1,9,43095922,43095846,77
2450,BRCA1,672,43170327,43044295,minus,NM_001407598.1,10,43094860,43091435,3426
2451,BRCA1,672,43170327,43044295,minus,NM_001407598.1,11,43091032,43090944,89
2452,BRCA1,672,43170327,43044295,minus,NM_001407598.1,12,43082575,43082404,172
2453,BRCA1,672,43170327,43044295,minus,NM_001407598.1,13,43076614,43076488,127
2454,BRCA1,672,43170327,43044295,minus,NM_001407598.1,14,43074521,43074331,191
2455,BRCA1,672,43170327,43044295,minus,NM_001407598.1,15,43071238,43070928,311
2456,BRCA1,672,43170327,43044295,minus,NM_001407598.1,16,43067695,43067608,88
2457,BRCA1,672,43170327,43044295,minus,NM_001407598.1,17,43063951,43063874,78
2458,BRCA1,672,43170327,43044295,minus,NM_001407598.1,18,43063373,43063333,41
2459,BRCA1,672,43170327,43044295,minus,NM_001407598.1,19,43057135,43057052,84
2460,BRCA1,672,43170327,43044295,minus,NM_001407598.1,20,43051117,43051063,55
2461,BRCA1,672,43170327,43044295,minus,NM_001407598.1,21,43049194,43049121,74
2462,BRCA1,672,43170327,43044295,minus,NM_001407598.1,22,43047703,43047643,61
2463,BRCA1,672,43170327,43044295,minus,NM_001407598.1,23,43045802,43044295,1508
2464,BRCA1,672,43170327,43044295,minus,NM_001408492.1,1,43125364,43125277,88
2465,BRCA1,672,43170327,43044295,minus,NM_001408492.1,2,43124115,43124017,99
2466,BRCA1,672,43170327,43044295,minus,NM_001408492.1,3,43115779,43115726,54
2467,BRCA1,672,43170327,43044295,minus,NM_001408492.1,4,43110580,43110465,116
2468,BRCA1,672,43170327,43044295,minus,NM_001408492.1,5,43106533,43106478,56
2469,BRCA1,672,43170327,43044295,minus,NM_001408492.1,6,43104956,43104868,89
2470,BRCA1,672,43170327,43044295,minus,NM_001408492.1,7,43104261,43104122,140
2471,BRCA1,672,43170327,43044295,minus,NM_001408492.1,8,43099880,43099775,106
2472,BRCA1,672,43170327,43044295,minus,NM_001408492.1,9,43097289,43097244,46
2473,BRCA1,672,43170327,43044295,minus,NM_001408492.1,10,43095922,43095846,77
2474,BRCA1,672,43170327,43044295,minus,NM_001408492.1,11,43094860,43094744,117
2475,BRCA1,672,43170327,43044295,minus,NM_001408492.1,12,43091032,43090944,89
2476,BRCA1,672,43170327,43044295,minus,NM_001408492.1,13,43082572,43082404,169
2477,BRCA1,672,43170327,43044295,minus,NM_001408492.1,14,43076611,43076488,124
2478,BRCA1,672,43170327,43044295,minus,NM_001408492.1,15,43074521,43074331,191
2479,BRCA1,672,43170327,43044295,minus,NM_001408492.1,16,43071238,43070928,311
2480,BRCA1,672,43170327,43044295,minus,NM_001408492.1,17,43067695,43067608,88
2481,BRCA1,672,43170327,43044295,minus,NM_001408492.1,18,43063951,43063874,78
2482,BRCA1,672,43170327,43044295,minus,NM_001408492.1,19,43063373,43063333,41
2483,BRCA1,672,43170327,43044295,minus,NM_001408492.1,20,43057135,43057052,84
2484,BRCA1,672,43170327,43044295,minus,NM_001408492.1,21,43051117,43051063,55
2485,BRCA1,672,43170327,43044295,minus,NM_001408492.1,22,43049194,43049121,74
2486,BRCA1,672,43170327,43044295,minus,NM_001408492.1,23,43047703,43047643,61
